x,y,x2,y2,cl,label,i,file
341.38482666015625,343.6970520019531,386.20062255859375,389.2718811035156,0.9041317105293274,6,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
61.619544982910156,37.84690856933594,108.46965789794922,85.28404998779297,0.8696221113204956,6,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
86.34013366699219,140.12713623046875,131.16552734375,184.60447692871094,0.7001264095306396,4,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
120.53718566894531,115.76033782958984,166.9380340576172,161.781494140625,0.5111992955207825,2,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
131.80813598632812,36.18513107299805,177.28536987304688,84.16087341308594,0.41857966780662537,2,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
183.17282104492188,328.90106201171875,228.4884490966797,374.2393493652344,0.25540682673454285,2,0,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0001091d-6438-4cc3-bb80-a79534f9ccd8.jpg
62.92646026611328,220.287841796875,111.79116821289062,270.45489501953125,0.8748986721038818,6,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
64.70932006835938,34.65740203857422,112.76712036132812,84.76045989990234,0.8114418387413025,4,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
90.0240707397461,300.66796875,136.5479278564453,347.5320129394531,0.7556787729263306,5,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
44.10655975341797,333.7353515625,92.22349548339844,382.9724426269531,0.5912259221076965,3,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
191.30445861816406,98.40202331542969,237.72865295410156,145.7632293701172,0.5353564023971558,2,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
292.6265869140625,39.758296966552734,337.47003173828125,84.54864501953125,0.3414914608001709,2,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
34.23714065551758,130.59140014648438,83.97716522216797,180.97459411621094,0.31267300248146057,4,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
35.19953155517578,130.8985137939453,84.65846252441406,181.3583221435547,0.3091426491737366,6,1,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\00012ebc-cb13-4384-a51d-5d733af9e7dc.jpg
228.81991577148438,168.3226318359375,274.3446350097656,213.40374755859375,0.7686634659767151,5,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
81.11078643798828,338.0885925292969,130.77891540527344,388.11431884765625,0.7366229891777039,4,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
327.19781494140625,61.98572540283203,376.8131103515625,112.3054428100586,0.6853962540626526,4,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
36.132530212402344,258.8387451171875,85.31267547607422,309.401611328125,0.5797619819641113,5,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
312.31976318359375,150.5753936767578,356.9208984375,195.71031188964844,0.5025275945663452,2,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
112.29166412353516,266.36627197265625,158.50570678710938,311.8937683105469,0.4250776469707489,3,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
138.44064331054688,319.65057373046875,184.16978454589844,366.1672058105469,0.2732262909412384,3,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
138.1912078857422,320.27410888671875,183.81292724609375,366.0547180175781,0.2519949674606323,6,2,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\0004a449-672b-46fc-a371-4ee5e39c114d.jpg
63.42512130737305,228.55838012695312,109.342529296875,276.006591796875,0.8684142231941223,6,3,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
64.40995025634766,303.67596435546875,110.73136901855469,351.027587890625,0.8136895298957825,6,3,C:\Users\samal\.cache\kagglehub\datasets\koryakinp\d6-dices-images\versions\2\dataset-images\000638ad-a6c8-40cf-9f91-fc29c542a54a.jpg
