x,y,x2,y2,cl,label,i,file
341.8880310058594,345.6886291503906,385.8424987792969,389.4104919433594,0.749480128288269,6,0,test_images\masked_images\masked_image0.jpg
86.57642364501953,142.2081756591797,130.08663940429688,184.46200561523438,0.6806521415710449,4,0,test_images\masked_images\masked_image0.jpg
120.92839813232422,117.39373016357422,164.54747009277344,160.8133544921875,0.6409735679626465,2,0,test_images\masked_images\masked_image0.jpg
61.538177490234375,38.32536315917969,107.87140655517578,85.78528594970703,0.594684362411499,6,0,test_images\masked_images\masked_image0.jpg
36.863861083984375,331.078369140625,85.36771392822266,380.5351867675781,0.5384272336959839,1,0,test_images\masked_images\masked_image0.jpg
184.1762237548828,329.6503601074219,228.2329864501953,375.22015380859375,0.5134066343307495,3,0,test_images\masked_images\masked_image0.jpg
132.59063720703125,38.88496017456055,174.7863311767578,82.92521667480469,0.36086347699165344,2,0,test_images\masked_images\masked_image0.jpg
35.11323165893555,130.9466094970703,81.82604217529297,179.12168884277344,0.7866758704185486,4,1,test_images\masked_images\masked_image1.jpg
44.816436767578125,336.08551025390625,89.18450927734375,382.254150390625,0.7466744184494019,3,1,test_images\masked_images\masked_image1.jpg
62.25598907470703,222.2270965576172,108.6823501586914,270.10015869140625,0.6612135171890259,6,1,test_images\masked_images\masked_image1.jpg
65.00739288330078,35.75392150878906,111.5457992553711,82.21585083007812,0.4485951066017151,4,1,test_images\masked_images\masked_image1.jpg
192.2954559326172,98.63374328613281,236.36427307128906,143.57391357421875,0.4050660729408264,2,1,test_images\masked_images\masked_image1.jpg
90.09600830078125,302.8593444824219,134.14898681640625,347.0006408691406,0.3931111991405487,6,1,test_images\masked_images\masked_image1.jpg
293.1280822753906,39.20307159423828,336.0916442871094,82.34302520751953,0.37701597809791565,2,1,test_images\masked_images\masked_image1.jpg
328.0251159667969,62.62662124633789,375.2099914550781,108.89579772949219,0.7983933687210083,4,2,test_images\masked_images\masked_image10.jpg
114.70114135742188,268.0577392578125,155.69642639160156,311.3029479980469,0.781647264957428,3,2,test_images\masked_images\masked_image10.jpg
138.75465393066406,322.389892578125,181.26402282714844,366.696044921875,0.7647592425346375,3,2,test_images\masked_images\masked_image10.jpg
81.74105072021484,339.46429443359375,128.67498779296875,387.4715881347656,0.5477254390716553,4,2,test_images\masked_images\masked_image10.jpg
230.6429901123047,170.573974609375,271.9186706542969,211.7937774658203,0.4136574864387512,6,2,test_images\masked_images\masked_image10.jpg
35.278377532958984,260.65252685546875,82.69879913330078,307.8960266113281,0.3099210262298584,5,2,test_images\masked_images\masked_image10.jpg
313.75494384765625,151.48667907714844,356.2380676269531,194.73095703125,0.23191457986831665,2,2,test_images\masked_images\masked_image10.jpg
160.78846740722656,234.9831085205078,204.32937622070312,279.8293151855469,0.8172673583030701,3,3,test_images\masked_images\masked_image100.jpg
263.4471740722656,262.4358215332031,308.9084167480469,308.9842834472656,0.800735592842102,3,3,test_images\masked_images\masked_image100.jpg
63.663089752197266,230.30328369140625,107.32584381103516,274.07611083984375,0.7843624949455261,6,3,test_images\masked_images\masked_image100.jpg
45.28255081176758,65.3001708984375,92.34711456298828,111.8818359375,0.7258141040802002,4,3,test_images\masked_images\masked_image100.jpg
64.99700164794922,306.70831298828125,107.43169403076172,349.7821044921875,0.6494595408439636,6,3,test_images\masked_images\masked_image100.jpg
239.3992462158203,115.36357116699219,284.7298889160156,161.91696166992188,0.5477890372276306,1,3,test_images\masked_images\masked_image100.jpg
146.38816833496094,103.5385513305664,188.33934020996094,146.2846221923828,0.3801538050174713,5,3,test_images\masked_images\masked_image100.jpg
82.25633239746094,215.1815948486328,128.1181182861328,263.5615234375,0.7084251642227173,6,4,test_images\masked_images\masked_image1000.jpg
332.8417663574219,307.90966796875,375.33740234375,350.6579895019531,0.6304843425750732,2,4,test_images\masked_images\masked_image1000.jpg
108.42558288574219,276.7183532714844,153.90676879882812,323.00531005859375,0.6138092279434204,4,4,test_images\masked_images\masked_image1000.jpg
294.9278259277344,323.0358581542969,339.3895263671875,369.1560363769531,0.5669921040534973,3,4,test_images\masked_images\masked_image1000.jpg
35.17087173461914,207.89808654785156,82.21633911132812,254.71209716796875,0.29258835315704346,3,4,test_images\masked_images\masked_image1000.jpg
193.97140502929688,43.16823196411133,237.75819396972656,87.66080474853516,0.8199140429496765,6,5,test_images\masked_images\masked_image10000.jpg
31.34912109375,82.53333282470703,76.40788269042969,127.04082489013672,0.5106340050697327,2,5,test_images\masked_images\masked_image10000.jpg
122.20832061767578,324.05340576171875,163.4501953125,365.9673156738281,0.48314499855041504,6,5,test_images\masked_images\masked_image10000.jpg
71.72740173339844,335.55633544921875,113.81231689453125,379.4544982910156,0.4811428487300873,5,5,test_images\masked_images\masked_image10000.jpg
226.25892639160156,169.179931640625,267.88824462890625,210.50587463378906,0.434906542301178,2,5,test_images\masked_images\masked_image10000.jpg
200.2071075439453,300.2318115234375,241.2575225830078,341.8738098144531,0.3604555130004883,5,5,test_images\masked_images\masked_image10000.jpg
80.767578125,114.76298522949219,127.60433959960938,163.87744140625,0.7639225125312805,3,6,test_images\masked_images\masked_image10001.jpg
70.77625274658203,227.8498077392578,120.06251525878906,277.6093444824219,0.6968305110931396,4,6,test_images\masked_images\masked_image10001.jpg
252.4801788330078,294.7599182128906,299.7440185546875,341.936279296875,0.546435534954071,1,6,test_images\masked_images\masked_image10001.jpg
181.95562744140625,33.125858306884766,230.1520233154297,82.5046615600586,0.538719892501831,2,6,test_images\masked_images\masked_image10001.jpg
92.2504653930664,31.0736141204834,139.6673583984375,82.02352905273438,0.5235090851783752,4,6,test_images\masked_images\masked_image10001.jpg
182.32562255859375,283.4881896972656,224.39828491210938,327.74835205078125,0.48166054487228394,5,6,test_images\masked_images\masked_image10001.jpg
158.6477813720703,322.150146484375,200.6721649169922,366.34112548828125,0.716295063495636,3,7,test_images\masked_images\masked_image10002.jpg
173.14088439941406,106.18680572509766,216.29600524902344,149.04293823242188,0.7012283205986023,4,7,test_images\masked_images\masked_image10002.jpg
107.05853271484375,81.85100555419922,147.13967895507812,123.0877456665039,0.6601848006248474,3,7,test_images\masked_images\masked_image10002.jpg
112.98108673095703,245.35350036621094,152.70021057128906,284.7513122558594,0.48779603838920593,5,7,test_images\masked_images\masked_image10002.jpg
193.2683868408203,276.30828857421875,236.6190643310547,320.5122985839844,0.30866801738739014,5,7,test_images\masked_images\masked_image10002.jpg
207.8668212890625,326.7573547363281,251.53587341308594,372.2953186035156,0.2865680456161499,6,7,test_images\masked_images\masked_image10002.jpg
37.00571060180664,104.4139175415039,81.18285369873047,149.26622009277344,0.2798454165458679,3,7,test_images\masked_images\masked_image10002.jpg
39.6416015625,112.59795379638672,88.4803237915039,162.3211212158203,0.8331279754638672,4,8,test_images\masked_images\masked_image10003.jpg
120.10645294189453,136.21090698242188,163.72171020507812,181.24459838867188,0.7602967023849487,3,8,test_images\masked_images\masked_image10003.jpg
58.622127532958984,218.9503173828125,107.25270080566406,266.83380126953125,0.7147083878517151,6,8,test_images\masked_images\masked_image10003.jpg
38.98444366455078,335.2870788574219,83.54234313964844,381.1109924316406,0.4816981852054596,2,8,test_images\masked_images\masked_image10003.jpg
173.37451171875,340.7490234375,218.1534423828125,385.8045349121094,0.34691059589385986,6,8,test_images\masked_images\masked_image10003.jpg
42.38505935668945,50.63226318359375,87.38793182373047,95.16983032226562,0.7785458564758301,3,9,test_images\masked_images\masked_image10004.jpg
263.29095458984375,78.23989868164062,304.8348083496094,121.05860900878906,0.7748983502388,3,9,test_images\masked_images\masked_image10004.jpg
